Method:FCFS
TaskNumber		TaskName	CPU_Time	Turnaround_Time		Start_Tick		End_Tick
34	T34	195	8792	74	8866
37	T37	187	8796	77	8873
16	T16	226	9719	36	9755
32	T32	236	10147	69	10216
8	T8	256	10652	16	10668
24	T24	254	10756	50	10806
31	T31	261	10780	66	10846
45	T45	264	11114	90	11204
7	T7	307	11779	15	11794
20	T20	306	11871	44	11915
41	T41	292	11936	84	12020
11	T11	319	12061	20	12081
18	T18	326	12582	41	12623
49	T49	335	12671	97	12768
14	T14	363	13004	34	13038
3	T3	394	13663	6	13669
10	T10	377	13790	19	13809
26	T26	406	13852	54	13906
2	T2	424	14008	4	14012
33	T33	415	14021	70	14091
6	T6	419	14215	14	14229
22	T22	448	14429	47	14476
30	T30	436	14433	64	14497
43	T43	436	14435	86	14521
48	T48	435	14433	96	14529
15	T15	470	14810	35	14845
12	T12	484	14893	22	14915
23	T23	489	14887	49	14936
21	T21	507	15015	46	15061
13	T13	530	15081	23	15104
39	T39	526	15042	80	15122
35	T35	523	15074	75	15149
25	T25	531	15106	51	15157
46	T46	537	15080	91	15171
Average turnaround time for RR= 55133.5
Total CPU time for RR= 15168

Method:Priority
TaskNumber		TaskName	CPU_Time	Turnaround_Time		Start_Tick		End_Tick
1	T1	167	167	3	170
17	T17	161	294	37	331
41	T41	292	539	84	623
43	T43	436	973	86	1059
26	T26	406	1411	54	1465
10	T10	377	1823	19	1842
6	T6	419	2247	14	2261
13	T13	530	2768	23	2791
3	T3	394	3179	6	3185
33	T33	415	3530	70	3600
23	T23	489	4040	49	4089
22	T22	448	4490	47	4537
16	T16	226	4727	36	4763
24	T24	254	4967	50	5017
42	T42	140	5072	85	5157
48	T48	435	5496	96	5592
27	T27	142	5675	59	5734
49	T49	335	5972	97	6069
4	T4	169	6230	8	6238
46	T46	537	6684	91	6775
45	T45	264	6949	90	7039
12	T12	484	7501	22	7523
15	T15	470	7958	35	7993
32	T32	236	8160	69	8229
44	T44	157	8299	87	8386
8	T8	256	8626	16	8642
34	T34	195	8763	74	8837
14	T14	363	9166	34	9200
9	T9	141	9324	17	9341
35	T35	523	9789	75	9864
29	T29	134	9935	63	9998
20	T20	306	10260	44	10304
36	T36	59	10287	76	10363
31	T31	261	10558	66	10624
47	T47	111	10640	95	10735
25	T25	531	11215	51	11266
40	T40	118	11302	82	11384
50	T50	179	11465	98	11563
39	T39	526	12009	80	12089
18	T18	326	12374	41	12415
11	T11	319	12714	20	12734
5	T5	162	12885	11	12896
2	T2	424	13316	4	13320
30	T30	436	13692	64	13756
19	T19	155	13869	42	13911
28	T28	80	13931	60	13991
21	T21	507	14452	46	14498
37	T37	187	14608	77	14685
38	T38	179	14786	78	14864
7	T7	307	15156	15	15171
Average turnaround time for Priority= 40427.3
Total CPU time for Priority= 15168

Method:SJF
TaskNumber		TaskName	CPU_Time	Turnaround_Time		Start_Tick		End_Tick
1	T1	167	167	3	170
36	T36	59	153	76	229
28	T28	80	249	60	309
47	T47	111	325	95	420
40	T40	118	456	82	538
29	T29	134	609	63	672
42	T42	140	727	85	812
9	T9	141	936	17	953
27	T27	142	1036	59	1095
19	T19	155	1208	42	1250
44	T44	157	1320	87	1407
17	T17	161	1531	37	1568
5	T5	162	1719	11	1730
4	T4	169	1891	8	1899
50	T50	179	1980	98	2078
38	T38	179	2179	78	2257
37	T37	187	2367	77	2444
34	T34	195	2565	74	2639
16	T16	226	2829	36	2865
32	T32	236	3032	69	3101
24	T24	254	3305	50	3355
8	T8	256	3595	16	3611
31	T31	261	3806	66	3872
45	T45	264	4046	90	4136
41	T41	292	4344	84	4428
20	T20	306	4690	44	4734
7	T7	307	5026	15	5041
11	T11	319	5340	20	5360
18	T18	326	5645	41	5686
49	T49	335	5924	97	6021
14	T14	363	6350	34	6384
10	T10	377	6742	19	6761
3	T3	394	7149	6	7155
26	T26	406	7507	54	7561
33	T33	415	7906	70	7976
6	T6	419	8381	14	8395
2	T2	424	8815	4	8819
48	T48	435	9158	96	9254
30	T30	436	9626	64	9690
43	T43	436	10040	86	10126
22	T22	448	10527	47	10574
15	T15	470	11009	35	11044
12	T12	484	11506	22	11528
23	T23	489	11968	49	12017
21	T21	507	12478	46	12524
35	T35	523	12972	75	13047
39	T39	526	13493	80	13573
13	T13	530	14080	23	14103
25	T25	531	14583	51	14634
46	T46	537	15080	91	15171
Average turnaround time for SJF= 28237
Total CPU time for SJF= 15168

